,chr,start,end,healthy_depth,healthy_meth,nbl_depth,nbl_meth
3225,1,6673292,6673338,644.0,0.0,1769.0,30.0
3227,1,6674017,6674059,465.0,4.0,1629.0,29.0
3230,1,6674161,6674241,301.0,0.0,489.0,12.0
3231,1,6674297,6674347,234.0,3.0,682.0,14.0
3232,1,6674348,6674433,726.0,4.0,1547.0,22.0
3234,1,6674524,6674560,699.0,0.0,2208.0,40.0
3241,1,6681626,6681676,761.0,740.0,1968.0,1918.0
3244,1,6685392,6685427,824.0,3.0,1564.0,29.0
3246,1,6685464,6685574,221.0,0.0,263.0,8.0
3247,1,6685575,6685629,585.0,0.0,690.0,17.0
3260,1,6761602,6761659,400.0,1.0,386.0,4.0
3271,1,6844325,6844391,480.0,2.0,689.0,17.0
3273,1,6844438,6844518,483.0,2.0,828.0,12.0
3275,1,6844718,6844756,431.0,0.0,840.0,15.0
3279,1,6845533,6845570,459.0,1.0,1401.0,36.0
3285,1,6846016,6846095,244.0,0.0,437.0,6.0
3286,1,6890189,6890255,582.0,543.0,880.0,862.0
3388,1,7764138,7764190,425.0,8.0,579.0,19.0
3389,1,7764204,7764239,570.0,2.0,528.0,15.0
3391,1,7764396,7764432,660.0,8.0,2404.0,51.0
3392,1,7764433,7764479,504.0,12.0,1092.0,22.0
3393,1,7764480,7764517,696.0,9.0,1784.0,24.0
3396,1,7764669,7764724,294.0,0.0,432.0,10.0
3398,1,7764758,7764798,306.0,1.0,834.0,22.0
3399,1,7764799,7764853,360.0,0.0,1408.0,31.0
3401,1,7764952,7765011,408.0,3.0,628.0,15.0
3403,1,7765074,7765128,800.0,3.0,848.0,9.0
3404,1,7765148,7765223,669.0,8.0,1479.0,43.0
3405,1,7765390,7765495,405.0,26.0,810.0,44.0
3413,1,7831552,7831620,461.0,4.0,903.0,11.0
3414,1,7831621,7831685,440.0,0.0,2045.0,20.0
3419,1,7844059,7844125,308.0,0.0,350.0,6.0
3420,1,7844151,7844188,664.0,1.0,1126.0,18.0
3421,1,7844234,7844301,274.0,2.0,840.0,15.0
3423,1,7844354,7844392,476.0,3.0,1183.0,29.0
3424,1,7844471,7844542,355.0,16.0,1457.0,176.0
3426,1,7844576,7844649,499.0,39.0,2029.0,1384.0
3439,1,7973866,7973933,325.0,293.0,705.0,653.0
3444,1,8021302,8021363,417.0,2.0,549.0,7.0
3445,1,8021511,8021559,323.0,0.0,525.0,11.0
3455,1,8085770,8085850,484.0,6.0,1813.0,33.0
3456,1,8085894,8085926,465.0,8.0,830.0,17.0
3460,1,8086220,8086267,839.0,1.0,1256.0,25.0
3462,1,8086358,8086411,708.0,0.0,612.0,24.0
3463,1,8086509,8086545,545.0,2.0,945.0,33.0
3464,1,8086573,8086671,297.0,1.0,605.0,18.0
3465,1,8086672,8086747,525.0,43.0,1000.0,81.0
3481,1,8277217,8277314,471.0,22.0,464.0,176.0
3482,1,8277315,8277413,124.0,0.0,435.0,225.0
3483,1,8277627,8277683,790.0,23.0,1430.0,510.0
3491,1,8377975,8378021,372.0,8.0,708.0,79.0
3493,1,8378060,8378111,602.0,1.0,1259.0,23.0
3494,1,8378112,8378162,585.0,5.0,1858.0,57.0
3499,1,8384642,8384717,389.0,360.0,910.0,863.0
3529,1,8483721,8483799,884.0,6.0,2244.0,57.0
3532,1,8484174,8484251,240.0,1.0,350.0,7.0
3548,1,8763103,8763165,276.0,0.0,606.0,3.0
3549,1,8763188,8763230,537.0,4.0,1744.0,27.0
3550,1,8763231,8763306,371.0,0.0,840.0,20.0
3551,1,8763474,8763511,325.0,0.0,565.0,12.0
3554,1,8877119,8877193,354.0,0.0,450.0,6.0
3555,1,8877194,8877269,305.0,0.0,430.0,5.0
3556,1,8877784,8877838,271.0,1.0,489.0,10.0
3557,1,8878068,8878117,400.0,0.0,1319.0,24.0
3569,1,8939294,8939332,315.0,3.0,665.0,12.0
3570,1,8939333,8939389,522.0,0.0,1232.0,29.0
3597,1,9099685,9099753,380.0,362.0,695.0,636.0
3599,1,9099788,9099848,515.0,475.0,924.0,146.0
3600,1,9099849,9099934,375.0,365.0,552.0,346.0
3605,1,9131603,9131658,630.0,612.0,1184.0,1056.0
3613,1,9189129,9189212,1003.0,0.0,1920.0,34.0
3616,1,9189285,9189321,425.0,2.0,840.0,16.0
3627,1,9243065,9243143,1089.0,2.0,1941.0,59.0
3629,1,9258798,9258852,413.0,6.0,515.0,27.0
3630,1,9258853,9258901,810.0,3.0,1141.0,41.0
3636,1,9294733,9294763,270.0,0.0,675.0,10.0
3638,1,9295092,9295140,451.0,0.0,608.0,11.0
3659,1,9353024,9353071,468.0,0.0,1808.0,36.0
3660,1,9353201,9353258,648.0,2.0,1618.0,32.0
3661,1,9353259,9353324,657.0,1.0,1797.0,21.0
3662,1,9353325,9353406,467.0,1.0,1434.0,25.0
3663,1,9353407,9353486,650.0,1.0,986.0,20.0
3665,1,9353517,9353593,344.0,0.0,724.0,14.0
3666,1,9353650,9353683,545.0,4.0,1775.0,33.0
3673,1,9376742,9376807,578.0,548.0,1357.0,1322.0
3696,1,9437904,9437971,365.0,353.0,605.0,572.0
3727,1,9599488,9599515,462.0,2.0,912.0,17.0
3730,1,9599674,9599717,488.0,2.0,1136.0,32.0
3731,1,9599816,9599866,791.0,1.0,2663.0,60.0
3732,1,9599867,9599898,350.0,0.0,604.0,8.0
3743,1,9649039,9649071,522.0,0.0,1200.0,22.0
3744,1,9649088,9649167,793.0,0.0,1593.0,11.0
3745,1,9649196,9649224,435.0,1.0,1460.0,22.0
3747,1,9649251,9649307,642.0,1.0,984.0,20.0
3748,1,9649308,9649359,464.0,1.0,1303.0,28.0
3750,1,9649427,9649484,408.0,0.0,475.0,10.0
3752,1,9658570,9658656,342.0,339.0,288.0,278.0
3774,1,9711973,9712027,320.0,0.0,865.0,302.0
3776,1,9712090,9712136,671.0,0.0,1971.0,107.0
3778,1,9712171,9712214,470.0,1.0,774.0,165.0
3788,1,9748015,9748102,364.0,107.0,971.0,30.0
3793,1,9749592,9749651,594.0,2.0,1805.0,32.0
3806,1,9829944,9830011,379.0,360.0,810.0,773.0
3813,1,9883448,9883492,585.0,1.0,1694.0,38.0
3814,1,9883493,9883537,650.0,2.0,1189.0,25.0
3817,1,9883691,9883736,623.0,1.0,1248.0,22.0
3818,1,9883759,9883799,419.0,0.0,1301.0,36.0
3819,1,9883800,9883903,204.0,1.0,711.0,16.0
3820,1,9884148,9884193,833.0,3.0,1286.0,27.0
3821,1,9884194,9884279,459.0,1.0,466.0,4.0
3822,1,9884291,9884358,353.0,0.0,617.0,9.0
3823,1,9884388,9884459,420.0,1.0,803.0,37.0
3833,1,9969876,9969933,432.0,1.0,911.0,14.0
3836,1,9970195,9970221,366.0,4.0,1014.0,18.0
3851,1,10057162,10057267,422.0,2.0,991.0,74.0
3853,1,10057866,10057908,636.0,25.0,1925.0,1231.0
3855,1,10057997,10058056,751.0,19.0,2327.0,1178.0
3877,1,10270702,10270783,439.0,0.0,562.0,9.0
3878,1,10270784,10270864,572.0,0.0,2028.0,39.0
3879,1,10270865,10270904,749.0,3.0,1764.0,41.0
3880,1,10271028,10271065,400.0,1.0,779.0,18.0
3883,1,10271204,10271273,406.0,0.0,601.0,7.0
3927,1,10698624,10698694,252.0,62.0,1573.0,1531.0
3928,1,10698794,10698889,288.0,27.0,583.0,568.0
3930,1,10699224,10699306,314.0,91.0,1452.0,1420.0
3932,1,10699331,10699366,525.0,296.0,1058.0,1031.0
3955,1,10712383,10712464,285.0,251.0,1038.0,994.0
3958,1,10719963,10720041,215.0,200.0,905.0,850.0
3963,1,10725345,10725420,626.0,590.0,1374.0,1337.0
3967,1,10726539,10726632,260.0,251.0,830.0,801.0
3978,1,10738569,10738647,395.0,384.0,455.0,342.0
3994,1,10754241,10754295,785.0,3.0,2196.0,41.0
3995,1,10754296,10754322,665.0,1.0,2380.0,43.0
3996,1,10754538,10754598,695.0,3.0,2320.0,58.0
3997,1,10754615,10754679,230.0,0.0,809.0,24.0
3998,1,10754680,10754706,324.0,2.0,558.0,14.0
4001,1,10754881,10754940,154.0,1.0,148.0,1.0
4018,1,10769910,10769975,260.0,244.0,319.0,301.0
4026,1,10788001,10788087,277.0,251.0,885.0,827.0
4050,1,10853972,10854000,535.0,0.0,1105.0,26.0
4052,1,10854038,10854079,714.0,0.0,797.0,25.0
4053,1,10854896,10854957,799.0,2.0,1456.0,33.0
4054,1,10854958,10855010,534.0,4.0,714.0,6.0
4057,1,10855226,10855335,210.0,0.0,315.0,6.0
4058,1,10855553,10855607,365.0,1.0,780.0,11.0
4061,1,10856336,10856379,600.0,1.0,2070.0,31.0
4063,1,10856418,10856506,659.0,3.0,669.0,15.0
4065,1,10856557,10856656,340.0,3.0,464.0,3.0
4071,1,10883286,10883376,225.0,89.0,231.0,201.0
4072,1,10885160,10885215,605.0,470.0,727.0,424.0
4080,1,10896058,10896155,483.0,11.0,476.0,136.0
4083,1,10927204,10927317,432.0,1.0,270.0,2.0
4084,1,10927354,10927398,582.0,2.0,1738.0,34.0
4091,1,10948702,10948753,747.0,12.0,1350.0,205.0
4093,1,10948808,10948844,900.0,7.0,1073.0,197.0
4095,1,10948872,10948907,1032.0,12.0,1266.0,203.0
4097,1,10948935,10948966,846.0,6.0,785.0,128.0
4098,1,10949022,10949080,330.0,7.0,470.0,60.0
4128,1,11072917,11072979,376.0,0.0,936.0,12.0
4129,1,11073002,11073042,515.0,0.0,1085.0,20.0
4131,1,11073128,11073188,801.0,0.0,1679.0,29.0
4142,1,11119913,11119966,630.0,0.0,1508.0,32.0
4144,1,11120033,11120105,204.0,0.0,353.0,12.0
4148,1,11159730,11159798,593.0,1.0,1314.0,21.0
4149,1,11159799,11159868,180.0,0.0,590.0,12.0
4160,1,11322259,11322314,486.0,1.0,1236.0,14.0
4162,1,11322916,11322958,360.0,1.0,625.0,18.0
4184,1,11538865,11538942,520.0,1.0,580.0,15.0
4185,1,11538943,11539045,330.0,0.0,210.0,2.0
4186,1,11539046,11539114,820.0,1.0,1609.0,33.0
4189,1,11539422,11539456,680.0,6.0,530.0,20.0
4192,1,11539989,11540070,538.0,7.0,879.0,21.0
4195,1,11540242,11540309,468.0,10.0,686.0,18.0
4199,1,11589935,11590014,480.0,456.0,904.0,870.0
4215,1,11708785,11708855,560.0,385.0,622.0,596.0
4217,1,11708949,11709017,274.0,8.0,510.0,356.0
4225,1,11715090,11715153,382.0,0.0,1146.0,31.0
4233,1,11724531,11724568,789.0,2.0,1279.0,65.0
4243,1,11741096,11741130,770.0,1.0,1725.0,43.0
4246,1,11741184,11741221,679.0,0.0,1567.0,39.0
4248,1,11751279,11751414,180.0,2.0,342.0,3.0
4249,1,11751415,11751469,416.0,0.0,738.0,23.0
4252,1,11751972,11752137,100.0,0.0,229.0,63.0
4253,1,11752138,11752230,561.0,14.0,979.0,394.0
4257,1,11752596,11752649,390.0,96.0,432.0,369.0
4284,1,11865463,11865516,357.0,2.0,557.0,38.0
4286,1,11865575,11865660,399.0,0.0,617.0,13.0
4300,1,11919341,11919402,464.0,7.0,867.0,184.0
4319,1,11986124,11986179,1008.0,2.0,1215.0,21.0
4327,1,11994734,11994804,280.0,0.0,319.0,3.0
4337,1,12040222,12040285,210.0,0.0,414.0,15.0
4338,1,12040286,12040383,375.0,1.0,195.0,11.0
4339,1,12040413,12040528,178.0,0.0,194.0,7.0
4340,1,12040590,12040676,252.0,0.0,626.0,13.0
4342,1,12060007,12060077,408.0,386.0,1115.0,1074.0
4348,1,12079402,12079504,135.0,0.0,290.0,9.0
4360,1,12123572,12123621,895.0,6.0,1688.0,478.0
4361,1,12123651,12123749,517.0,12.0,764.0,103.0
4389,1,12251926,12251956,985.0,951.0,1785.0,1685.0
4394,1,12290048,12290082,455.0,0.0,923.0,16.0
4395,1,12290083,12290144,190.0,0.0,290.0,5.0
4398,1,12290232,12290281,545.0,0.0,948.0,25.0
4426,1,12655932,12656011,792.0,37.0,1055.0,22.0
4427,1,12656049,12656085,430.0,28.0,865.0,22.0
4433,1,12678017,12678070,567.0,1.0,2203.0,1894.0
4446,1,13840106,13840177,735.0,13.0,1129.0,338.0
4448,1,13840225,13840270,999.0,54.0,1800.0,328.0
4449,1,13840476,13840543,550.0,4.0,1014.0,252.0
4453,1,13881513,13881579,546.0,523.0,424.0,375.0
4458,1,13909632,13909686,505.0,127.0,500.0,389.0
4464,1,13910741,13910804,335.0,18.0,795.0,588.0
4469,1,14026510,14026604,130.0,1.0,279.0,10.0
4471,1,14026835,14026898,769.0,5.0,2122.0,69.0
4473,1,14026986,14027018,675.0,3.0,1129.0,23.0
4474,1,14027019,14027130,312.0,0.0,329.0,9.0
4479,1,14075617,14075677,455.0,0.0,644.0,5.0
4480,1,14075725,14075783,300.0,2.0,480.0,4.0
4482,1,14076144,14076209,387.0,2.0,927.0,9.0
4483,1,14076210,14076304,228.0,0.0,594.0,7.0
4488,1,14219487,14219551,600.0,4.0,1230.0,57.0
4489,1,14219552,14219659,315.0,5.0,825.0,27.0
4499,1,14747281,14747359,360.0,339.0,462.0,320.0
4507,1,14925596,14925630,494.0,4.0,990.0,63.0
4508,1,14925642,14925731,860.0,14.0,1416.0,73.0
4538,1,15250439,15250478,655.0,4.0,1078.0,25.0
4539,1,15250479,15250512,763.0,21.0,2175.0,112.0
4541,1,15250735,15250786,356.0,1.0,675.0,22.0
4542,1,15250801,15250848,522.0,9.0,1188.0,51.0
4543,1,15250857,15250921,695.0,1.0,938.0,34.0
4545,1,15250964,15251006,1008.0,5.0,2646.0,66.0
4547,1,15251156,15251211,424.0,1.0,1581.0,40.0
4548,1,15251212,15251268,538.0,1.0,791.0,18.0
4569,1,15382648,15382718,352.0,347.0,960.0,801.0
4571,1,15386694,15386738,605.0,579.0,1198.0,1153.0
4578,1,15421374,15421451,371.0,360.0,1445.0,1340.0
4589,1,15480031,15480113,610.0,0.0,715.0,16.0
4590,1,15480190,15480232,615.0,1.0,600.0,19.0
4592,1,15480373,15480407,873.0,1.0,1034.0,18.0
4593,1,15480598,15480640,522.0,11.0,1080.0,19.0
4618,1,15688357,15688423,498.0,485.0,760.0,733.0
4625,1,15736141,15736272,154.0,2.0,266.0,2.0
4626,1,15736280,15736310,735.0,1.0,1939.0,35.0
4627,1,15736311,15736379,354.0,3.0,639.0,12.0
4629,1,15736501,15736540,645.0,1.0,865.0,25.0
4653,1,15853466,15853557,209.0,0.0,363.0,1.0
4661,1,15911341,15911378,1068.0,8.0,2168.0,108.0
4663,1,15911441,15911560,168.0,0.0,407.0,84.0
4668,1,15931059,15931125,234.0,230.0,486.0,474.0
4670,1,15944060,15944128,423.0,0.0,460.0,8.0
4683,1,16010646,16010731,390.0,0.0,478.0,2.0
4684,1,16010861,16010899,565.0,0.0,1578.0,41.0
4712,1,16085289,16085324,732.0,3.0,1638.0,33.0
4717,1,16085718,16085761,387.0,1.0,695.0,20.0
4735,1,16161280,16161327,414.0,0.0,726.0,23.0
4738,1,16164062,16164121,323.0,43.0,994.0,980.0
4741,1,16174097,16174214,182.0,0.0,253.0,4.0
4743,1,16174422,16174477,813.0,3.0,3227.0,69.0
4755,1,16270023,16270126,300.0,297.0,552.0,535.0
4761,1,16271676,16271761,263.0,250.0,558.0,533.0
4764,1,16302246,16302284,595.0,3.0,1610.0,36.0
4773,1,16342139,16342200,662.0,633.0,1742.0,1642.0
4791,1,16399968,16400009,743.0,8.0,1712.0,24.0
4805,1,16460778,16460838,444.0,385.0,749.0,727.0
4815,1,16482044,16482154,595.0,2.0,800.0,13.0
4816,1,16482172,16482216,445.0,3.0,755.0,10.0
4817,1,16482232,16482283,670.0,9.0,840.0,22.0
4824,1,16494333,16494385,946.0,7.0,1603.0,37.0
4842,1,16553374,16553410,664.0,342.0,280.0,270.0
4845,1,16554402,16554459,342.0,32.0,609.0,587.0
4852,1,16563628,16563679,354.0,0.0,882.0,18.0
4853,1,16563680,16563729,448.0,0.0,266.0,7.0
4879,1,16800815,16800879,1136.0,1109.0,2015.0,1978.0
4886,1,16825386,16825441,468.0,2.0,744.0,25.0
4888,1,16825487,16825554,413.0,2.0,555.0,15.0
4891,1,16825748,16825792,295.0,0.0,280.0,2.0
4892,1,16825793,16825830,433.0,3.0,625.0,13.0
4901,1,16862072,16862152,590.0,296.0,707.0,688.0
4907,1,16939695,16939793,602.0,0.0,1217.0,18.0
4908,1,16939794,16939881,494.0,0.0,1358.0,38.0
4919,1,16971100,16971163,1546.0,3.0,3101.0,63.0
4929,1,17019258,17019322,370.0,44.0,814.0,761.0
4930,1,17019323,17019442,302.0,30.0,839.0,741.0
4933,1,17020128,17020206,881.0,24.0,995.0,102.0
4934,1,17020718,17020810,516.0,111.0,348.0,130.0
4940,1,17026326,17026374,2304.0,322.0,1354.0,313.0
4943,1,17027178,17027277,465.0,31.0,1253.0,248.0
4944,1,17027774,17027868,209.0,0.0,338.0,253.0
4952,1,17033971,17034024,1301.0,11.0,2825.0,2112.0
4960,1,17051629,17051703,1304.0,1164.0,2068.0,1974.0
4964,1,17085541,17085670,326.0,182.0,230.0,220.0
4966,1,17087036,17087135,600.0,546.0,1014.0,887.0
4968,1,17186248,17186347,510.0,337.0,737.0,696.0
4979,1,17223176,17223267,372.0,69.0,636.0,73.0
4986,1,17240642,17240682,1683.0,0.0,2735.0,65.0
4987,1,17240683,17240727,579.0,2.0,294.0,8.0
4988,1,17240728,17240767,685.0,2.0,945.0,16.0
4989,1,17240774,17240841,392.0,1.0,756.0,16.0
5000,1,17270710,17270760,1015.0,921.0,1199.0,1176.0
5003,1,17282570,17282642,345.0,332.0,473.0,450.0
5005,1,17285114,17285194,282.0,273.0,499.0,474.0
5006,1,17287544,17287593,567.0,2.0,2056.0,96.0
5013,1,17307087,17307121,714.0,7.0,816.0,59.0
5032,1,17338289,17338322,653.0,2.0,1380.0,19.0
5045,1,17445908,17445983,420.0,2.0,700.0,22.0
5050,1,17475679,17475737,337.0,115.0,824.0,552.0
5077,1,17735080,17735125,714.0,699.0,1220.0,1179.0
5085,1,17764241,17764270,210.0,0.0,761.0,11.0
5086,1,17764295,17764351,420.0,0.0,707.0,13.0
5087,1,17764473,17764511,752.0,2.0,2776.0,42.0
5090,1,17764821,17764917,615.0,2.0,1035.0,23.0
5101,1,17866033,17866124,338.0,0.0,985.0,68.0
5103,1,17866265,17866338,1091.0,1.0,2437.0,53.0
5104,1,17866339,17866384,734.0,0.0,632.0,14.0
5105,1,17866385,17866433,802.0,4.0,1497.0,40.0
5106,1,17866434,17866495,577.0,3.0,921.0,13.0
5107,1,17866496,17866541,460.0,5.0,1214.0,19.0
5127,1,17934332,17934422,265.0,253.0,674.0,639.0
5180,1,18434262,18434308,653.0,17.0,804.0,17.0
5181,1,18434452,18434527,442.0,12.0,1143.0,18.0
5182,1,18434528,18434614,590.0,11.0,1263.0,26.0
5218,1,18808881,18808933,328.0,315.0,614.0,579.0
5220,1,18808990,18809065,535.0,494.0,532.0,310.0
5222,1,18809128,18809209,452.0,437.0,544.0,399.0
5223,1,18809392,18809451,400.0,363.0,662.0,515.0
5239,1,18957101,18957160,553.0,16.0,592.0,246.0
5242,1,18957626,18957712,341.0,6.0,528.0,78.0
5246,1,18958223,18958275,355.0,12.0,619.0,46.0
5250,1,18958802,18958927,182.0,2.0,265.0,32.0
5259,1,18963131,18963185,459.0,5.0,798.0,29.0
5261,1,18964226,18964312,329.0,22.0,393.0,134.0
5267,1,18970269,18970318,492.0,6.0,558.0,16.0
5270,1,18970498,18970568,254.0,26.0,412.0,98.0
5271,1,18973002,18973079,164.0,9.0,478.0,30.0
5272,1,18973245,18973294,671.0,4.0,629.0,26.0
5274,1,18973361,18973411,768.0,8.0,1787.0,74.0
5287,1,19043696,19043736,720.0,29.0,1384.0,106.0
5298,1,19209864,19209938,277.0,264.0,375.0,359.0
5307,1,19228907,19228935,855.0,4.0,2700.0,46.0
5308,1,19228963,19229005,504.0,5.0,287.0,13.0
5309,1,19229006,19229056,195.0,3.0,425.0,8.0
5329,1,19282283,19282351,971.0,4.0,2232.0,57.0
5330,1,19282352,19282390,810.0,1.0,750.0,22.0
5332,1,19282433,19282468,563.0,1.0,883.0,33.0
5333,1,19282716,19282772,229.0,3.0,870.0,14.0
5334,1,19282773,19282830,299.0,4.0,330.0,14.0
5337,1,19282942,19283001,448.0,2.0,887.0,39.0
5338,1,19283002,19283105,345.0,0.0,740.0,12.0
5339,1,19283106,19283163,329.0,1.0,456.0,11.0
5363,1,19536509,19536560,342.0,0.0,564.0,9.0
5364,1,19536701,19536769,242.0,0.0,396.0,8.0
5379,1,19638663,19638729,357.0,0.0,594.0,16.0
5381,1,19638959,19639004,345.0,0.0,1045.0,20.0
5407,1,19812542,19812613,304.0,2.0,1324.0,89.0
5414,1,19923754,19923795,348.0,0.0,633.0,16.0
5419,1,19970327,19970377,484.0,23.0,1216.0,972.0
5422,1,19970562,19970603,945.0,0.0,1489.0,30.0
5424,1,19970630,19970667,684.0,1.0,1061.0,21.0
5425,1,19970798,19970860,577.0,1.0,1315.0,22.0
5428,1,19970926,19970952,809.0,4.0,1056.0,43.0
5429,1,19970973,19971019,448.0,0.0,848.0,18.0
5430,1,19971060,19971115,286.0,0.0,504.0,6.0
5432,1,19971176,19971233,704.0,1.0,676.0,12.0
5444,1,19991373,19991413,1118.0,7.0,1665.0,21.0
5445,1,19991565,19991625,751.0,2.0,1062.0,18.0
5450,1,19992124,19992185,519.0,24.0,1313.0,914.0
5467,1,20126282,20126333,372.0,2.0,687.0,28.0
5473,1,20208872,20208903,330.0,0.0,594.0,9.0
5474,1,20209052,20209096,773.0,1.0,1313.0,24.0
5476,1,20209128,20209217,422.0,0.0,759.0,10.0
5477,1,20209272,20209331,581.0,6.0,1608.0,24.0
5488,1,20478816,20478941,180.0,0.0,180.0,4.0
5496,1,20539551,20539611,346.0,1.0,414.0,5.0
5506,1,20693217,20693300,223.0,9.0,385.0,166.0
5519,1,20811882,20811953,1149.0,7.0,2162.0,40.0
5520,1,20811968,20812002,786.0,1.0,1529.0,39.0
5521,1,20812014,20812059,863.0,2.0,1592.0,36.0
5522,1,20812060,20812093,799.0,35.0,2149.0,146.0
5523,1,20812094,20812176,395.0,3.0,1083.0,18.0
5525,1,20812274,20812303,576.0,3.0,630.0,11.0
5537,1,20834626,20834666,353.0,2.0,282.0,3.0
5540,1,20879013,20879097,549.0,0.0,832.0,27.0
5541,1,20879098,20879182,518.0,1.0,639.0,13.0
5543,1,20879221,20879274,569.0,12.0,1233.0,80.0
5545,1,20879345,20879404,560.0,53.0,624.0,40.0
5547,1,20879588,20879640,459.0,12.0,726.0,48.0
5549,1,20880383,20880422,644.0,14.0,1204.0,269.0
5550,1,20880423,20880517,376.0,14.0,520.0,59.0
5554,1,20960266,20960332,580.0,4.0,902.0,23.0
5577,1,21043956,21044073,252.0,7.0,240.0,17.0
5580,1,21044442,21044499,585.0,1.0,1747.0,41.0
5581,1,21044500,21044587,260.0,0.0,962.0,21.0
5582,1,21044588,21044769,306.0,1.0,1529.0,27.0
5584,1,21058260,21058312,497.0,2.0,616.0,24.0
5585,1,21058525,21058597,650.0,3.0,1755.0,66.0
5586,1,21058598,21058638,612.0,1.0,907.0,28.0
5588,1,21058813,21058938,199.0,0.0,363.0,4.0
5589,1,21059050,21059119,286.0,5.0,691.0,33.0
5595,1,21113183,21113217,315.0,1.0,549.0,10.0
5599,1,21113662,21113700,620.0,0.0,945.0,23.0
5600,1,21113843,21113897,627.0,0.0,1901.0,39.0
5601,1,21113898,21113928,392.0,0.0,1176.0,15.0
5615,1,21502772,21502815,433.0,2.0,889.0,31.0
5621,1,21503269,21503312,535.0,0.0,464.0,9.0
5623,1,21503687,21503772,306.0,6.0,585.0,299.0
5624,1,21503773,21503834,396.0,2.0,408.0,208.0
5643,1,21616381,21616431,330.0,3.0,860.0,31.0
5645,1,21616884,21616937,445.0,1.0,739.0,15.0
5646,1,21616961,21617008,400.0,5.0,604.0,11.0
5660,1,21671789,21671839,455.0,3.0,490.0,12.0
5661,1,21671840,21671889,672.0,4.0,1590.0,35.0
5664,1,21694349,21694416,308.0,270.0,484.0,402.0
5667,1,21754929,21755005,320.0,0.0,642.0,180.0
5668,1,21755734,21755796,280.0,259.0,689.0,621.0
5669,1,21755938,21755977,1068.0,1014.0,2562.0,2134.0
5673,1,21835766,21835791,465.0,8.0,2495.0,44.0
5674,1,21835859,21835912,570.0,2.0,1313.0,24.0
5686,1,21889638,21889716,618.0,598.0,787.0,739.0
5703,1,21927896,21927981,258.0,250.0,684.0,665.0
5705,1,21930223,21930305,205.0,196.0,388.0,345.0
5706,1,21930306,21930361,444.0,411.0,531.0,503.0
5718,1,21948821,21948875,627.0,11.0,1368.0,143.0
5721,1,21949026,21949069,574.0,2.0,1167.0,261.0
5722,1,21949070,21949145,190.0,3.0,468.0,107.0
5729,1,21978305,21978333,350.0,6.0,845.0,16.0
5730,1,21978373,21978460,274.0,0.0,428.0,7.0
5733,1,21985734,21985799,450.0,4.0,806.0,11.0
5737,1,21995761,21995826,686.0,1.0,681.0,19.0
5746,1,22109141,22109260,287.0,2.0,383.0,8.0
5753,1,22141231,22141335,215.0,87.0,516.0,462.0
5777,1,22174498,22174547,722.0,685.0,1278.0,1177.0
5786,1,22181413,22181471,652.0,565.0,969.0,822.0
5789,1,22191414,22191480,552.0,485.0,1288.0,1179.0
5814,1,22263523,22263590,512.0,6.0,848.0,17.0
5815,1,22263715,22263785,663.0,1.0,950.0,16.0
5818,1,22264128,22264218,714.0,3.0,1910.0,100.0
5833,1,22379397,22379430,484.0,4.0,1543.0,45.0
5834,1,22379449,22379489,405.0,0.0,808.0,13.0
5840,1,22446521,22446582,378.0,357.0,875.0,851.0
5847,1,22469029,22469085,512.0,6.0,736.0,21.0
5848,1,22469157,22469212,600.0,5.0,1470.0,58.0
5849,1,22469237,22469275,534.0,0.0,528.0,12.0
5851,1,22469439,22469504,474.0,2.0,925.0,30.0
5852,1,22469505,22469543,767.0,1.0,1457.0,24.0
5856,1,22469752,22469798,846.0,0.0,1968.0,30.0
5857,1,22469823,22469879,286.0,1.0,511.0,11.0
5859,1,22470067,22470109,917.0,12.0,2337.0,76.0
5860,1,22470110,22470164,374.0,8.0,940.0,49.0
5890,1,22778555,22778646,290.0,1.0,290.0,4.0
5895,1,22889724,22889812,510.0,30.0,770.0,107.0
5896,1,22889813,22889858,1048.0,12.0,1407.0,47.0
5897,1,22889859,22889933,140.0,0.0,480.0,7.0
5898,1,22889945,22890007,921.0,4.0,1593.0,41.0
5903,1,22903342,22903405,485.0,468.0,576.0,560.0
5933,1,23037110,23037151,968.0,1.0,1182.0,36.0
5935,1,23037183,23037207,791.0,4.0,1386.0,33.0
5936,1,23037317,23037403,468.0,1.0,656.0,24.0
5937,1,23037432,23037461,1032.0,2.0,3138.0,56.0
5938,1,23037599,23037636,732.0,0.0,805.0,11.0
5941,1,23037715,23037790,385.0,0.0,535.0,7.0
5942,1,23037791,23037840,680.0,1.0,1480.0,36.0
5945,1,23038206,23038252,832.0,4.0,1464.0,38.0
5965,1,23279886,23279916,449.0,32.0,585.0,364.0
5966,1,23279936,23279996,613.0,65.0,2144.0,786.0
5967,1,23280166,23280223,657.0,39.0,1622.0,740.0
5968,1,23280224,23280298,487.0,15.0,1159.0,801.0
5971,1,23346146,23346243,209.0,0.0,627.0,12.0
5972,1,23346244,23346301,665.0,1.0,1147.0,20.0
5980,1,23494404,23494458,1103.0,3.0,2336.0,31.0
5983,1,23494609,23494652,768.0,4.0,1280.0,42.0
5984,1,23494653,23494696,819.0,1.0,1467.0,29.0
5987,1,23504146,23504214,229.0,0.0,454.0,11.0
5988,1,23504215,23504259,672.0,1.0,903.0,14.0
5989,1,23504289,23504339,300.0,3.0,394.0,3.0
