,chr,start,end,nbl2-V,healthy2-V,nbl1-V,nbl0-V,healthy1-V,healthy0-V
351,1,3342108,3342199,0.4,0.981,0.3825,0.4912,0.9714,1.0
352,1,3371004,3371047,0.0703,0.0,0.0185,0.0298,0.0019,0.003
353,1,3371174,3371261,0.5325,0.0,0.0303,0.0507,0.0141,0.0
354,1,3371316,3371398,0.2,0.0,0.0444,0.07,0.0059,0.0333
355,1,3378178,3378295,0.1467,0.9091,0.93,0.8989,0.9608,0.88
356,1,3379747,3379811,0.019,0.9412,0.9355,0.8519,0.9515,0.9923
357,1,3426497,3426568,0.0845,0.9744,0.9886,0.8424,0.9366,0.9643
358,1,3447937,3447962,0.3,0.0,0.0415,0.0236,0.0,0.0
359,1,3447980,3448072,0.0556,0.0069,0.0053,0.013,0.0,0.0
360,1,3448118,3448155,0.0301,0.0,0.0306,0.0207,0.0055,0.0
361,1,3464893,3464967,0.0505,0.9249,0.7778,0.6494,0.8155,0.7664
362,1,3507120,3507204,0.0571,0.7674,0.1839,0.0667,0.6481,0.4107
363,1,3527889,3527982,0.0837,0.0022,0.0273,0.0258,0.0034,0.0
364,1,3527983,3528028,0.0556,0.0167,0.0196,0.0231,0.0,0.0
365,1,3541079,3541142,0.05,0.0,0.0,0.0107,0.0,0.0
366,1,3541512,3541552,0.0,0.011,0.0286,0.0162,0.0,0.0
367,1,3541743,3541834,0.037,0.0132,0.0405,0.0045,0.0,0.0
368,1,3542086,3542153,0.0683,0.0238,0.0211,0.1317,0.0,0.0087
369,1,3566440,3566509,0.0556,0.0,0.0558,0.0136,0.0,0.0
370,1,3567693,3567728,0.3538,0.0933,0.9077,0.811,0.2167,0.1064
371,1,3567852,3567910,0.8529,0.1852,0.8566,0.9498,0.2607,0.2654
372,1,3568728,3568789,0.0074,0.0,0.0446,0.0085,0.0,0.0
373,1,3568824,3568885,0.0248,0.0,0.0186,0.0183,0.0,0.0
374,1,3568886,3568928,0.032,0.0,0.04,0.0163,0.0034,0.0
375,1,3568929,3568985,0.0963,0.0,0.0243,0.0267,0.0048,0.0
376,1,3568986,3569069,0.0303,0.0,0.0,0.0422,0.0,0.0
377,1,3569108,3569145,0.0952,0.0,0.0119,0.019,0.0,0.0
378,1,3631496,3631575,0.9429,0.9357,0.981,0.9385,0.9492,0.9515
379,1,3644277,3644343,0.1905,0.8072,0.8396,0.1471,0.7153,0.6754
380,1,3663612,3663680,0.0316,0.014,0.0352,0.0103,0.0,0.0
381,1,3663890,3663938,0.0,0.0,0.0271,0.0105,0.0,0.0
382,1,3669280,3669374,0.8111,0.8833,0.9624,0.8807,0.8842,0.8452
383,1,3689318,3689369,0.0128,0.0,0.0162,0.0229,0.0,0.0343
384,1,3712693,3712772,0.0333,0.005,0.0182,0.0189,0.0133,0.0231
385,1,3712773,3712842,0.039,0.0,0.0516,0.0194,0.0,0.0357
386,1,3712953,3713007,0.0198,0.0114,0.0204,0.0049,0.0,0.0
387,1,3775202,3775299,0.7333,0.8571,0.9,0.9048,0.6364,0.8696
388,1,4714033,4714075,0.304,0.0345,0.7898,0.2118,0.0211,0.0125
389,1,4714297,4714330,0.0118,0.0,0.1787,0.0955,0.0327,0.0184
390,1,4714428,4714513,0.013,0.0357,0.051,0.4788,0.0119,0.0323
391,1,4714639,4714743,0.0602,0.0,0.0561,0.0721,0.0,0.0217
392,1,4714744,4714855,0.0252,0.0083,0.0143,0.1184,0.0269,0.0
393,1,4714856,4714898,0.0469,0.0076,0.0119,0.1947,0.0123,0.0
394,1,4714899,4714954,0.0,0.0,0.0209,0.0455,0.0089,0.0263
395,1,4714955,4715036,0.0102,0.0286,0.0239,0.0538,0.0098,0.0
396,1,4715061,4715092,0.0421,0.0348,0.0108,0.0576,0.0096,0.0585
397,1,4715114,4715163,0.0457,0.0143,0.0263,0.0584,0.0039,0.0
398,1,4715164,4715203,0.037,0.0,0.0048,0.1471,0.0,0.0
399,1,4715356,4715387,0.0606,0.0,0.0208,0.0328,0.0156,0.0175
400,1,4715875,4715903,0.0533,0.0051,0.0185,0.0632,0.0049,0.0075
401,1,4716149,4716190,0.02,0.0,0.0333,0.0333,0.0,0.0
402,1,4772174,4772242,0.9825,0.881,0.8958,0.6361,0.904,0.9458
403,1,5937188,5937282,0.9699,0.9236,0.954,0.9576,0.9079,0.9632
404,1,5948551,5948626,0.9899,0.9,0.9798,0.9425,0.971,0.955
405,1,6051630,6051692,0.0568,0.0139,0.0,0.0116,0.0,0.0
406,1,6051754,6051814,0.0,0.0,0.0287,0.014,0.0,0.0
407,1,6052267,6052331,0.0278,0.0,0.0952,0.0539,0.0,0.0
408,1,6052898,6052973,0.0256,0.0,0.0369,0.0074,0.0077,0.0192
409,1,6126195,6126256,0.9474,0.9691,0.9808,0.9702,0.9787,0.92
410,1,6166696,6166745,0.9916,0.9301,0.9781,0.9616,0.9673,0.9301
411,1,6170013,6170075,0.3487,0.52,0.8808,0.7735,0.6894,0.7406
412,1,6239463,6239513,0.06,0.0224,0.0421,0.0195,0.0333,0.0079
413,1,6239575,6239644,0.0137,0.0,0.0326,0.087,0.0,0.016
414,1,6239645,6239723,0.0139,0.0139,0.0193,0.0263,0.0206,0.014
415,1,6239724,6239764,0.0385,0.0,0.0366,0.025,0.0104,0.0159
416,1,6239812,6239879,0.0643,0.0117,0.0175,0.0382,0.0069,0.0148
417,1,6239908,6239947,0.0165,0.0037,0.0127,0.0146,0.0,0.0
418,1,6239948,6240086,0.0513,0.0,0.0,0.0,0.0,0.0096
419,1,6240297,6240339,0.0167,0.0214,0.0645,0.0314,0.0181,0.0035
420,1,6240540,6240615,0.0417,0.0021,0.0431,0.0333,0.0139,0.016
421,1,6240616,6240657,0.0296,0.0,0.0667,0.0113,0.0143,0.0054
422,1,6265894,6265992,0.9811,0.02,0.9785,0.9693,0.0,0.0
423,1,6266239,6266285,0.9925,0.0022,0.9893,0.955,0.0,0.0077
424,1,6266286,6266333,0.9586,0.0,0.985,0.9828,0.0,0.0
425,1,6266416,6266521,0.9737,0.0156,0.9815,0.9743,0.0147,0.0069
426,1,6295621,6295694,0.006,0.0,0.0109,0.0147,0.0,0.0
427,1,6295695,6295746,0.1717,0.0093,0.0212,0.012,0.0,0.0
428,1,6295767,6295823,0.0192,0.0,0.0278,0.0227,0.0,0.0
429,1,6295863,6295941,0.0,0.0,0.0165,0.0167,0.0,0.0
430,1,6295942,6295976,0.0,0.0205,0.0153,0.0032,0.0,0.0
431,1,6295977,6296004,0.0263,0.0,0.02,0.0145,0.0,0.0208
432,1,6296065,6296119,0.0,0.0,0.0238,0.0064,0.0,0.0
433,1,6302638,6302691,0.9917,0.0391,0.7269,0.0268,0.0125,0.0054
434,1,6305895,6305979,0.0247,0.067,0.0081,0.0,0.0386,0.0409
435,1,6309251,6309348,0.9231,0.0246,0.9747,0.0328,0.0,0.0
436,1,6309390,6309510,0.9884,0.0123,0.9868,0.0304,0.0,0.0
437,1,6309553,6309624,0.9643,0.0,0.9743,0.0511,0.0,0.0164
438,1,6309625,6309669,0.9908,0.0342,0.9857,0.0341,0.0057,0.0279
439,1,6309670,6309759,0.972,0.0769,0.976,0.1474,0.0154,0.1773
440,1,6320289,6320329,0.0296,0.0,0.0343,0.0265,0.0,0.0
441,1,6320330,6320381,0.0784,0.0,0.053,0.009,0.0,0.0
442,1,6320837,6320900,0.0505,0.0,0.0269,0.0174,0.0152,0.0
443,1,6320956,6321016,0.0231,0.0031,0.0311,0.0211,0.0046,0.0089
444,1,6321334,6321412,0.0261,0.0,0.0106,0.0181,0.0,0.0
445,1,6334520,6334571,0.9818,0.9722,0.9755,0.9592,0.9839,0.9569
446,1,6452993,6453101,0.0375,0.1333,0.0,0.0143,0.0,0.025
447,1,6453273,6453316,0.0303,0.0,0.0303,0.0126,0.0,0.0
448,1,6453514,6453560,0.0178,0.0074,0.0309,0.0079,0.0,0.0
449,1,6453691,6453733,0.0075,0.0053,0.0049,0.0175,0.0,0.0
450,1,6453840,6453887,0.0696,0.0,0.0224,0.0084,0.0,0.0303
451,1,6456060,6456150,1.0,0.8923,0.9755,0.9785,0.9679,0.9527
452,1,6479671,6479733,0.0222,0.0109,0.0941,0.0464,0.0103,0.0
453,1,6479734,6479797,0.0833,0.0,0.0288,0.21,0.0,0.0
454,1,6479864,6479948,0.039,0.0195,0.0816,0.368,0.0,0.0
455,1,6479960,6480045,0.0549,0.026,0.0852,0.1975,0.0,0.0
456,1,6480483,6480563,0.3053,0.0,0.951,0.6599,0.0076,0.0476
457,1,6480890,6480936,0.7381,0.0494,0.8216,0.5114,0.0,0.0056
458,1,6484829,6484902,0.0312,0.0,0.0381,0.0624,0.0385,0.0
459,1,6507284,6507337,0.037,0.0167,0.0333,0.0971,0.0139,0.0
460,1,6507345,6507403,0.0625,0.0,0.0625,0.0236,0.0,0.0199
461,1,6508840,6508888,0.0326,0.0052,0.0283,0.0336,0.0,0.0099
462,1,6509080,6509146,0.0476,0.0,0.0,0.0204,0.0,0.0
463,1,6511938,6512019,0.1786,0.8889,0.1078,0.0405,0.9167,0.9444
464,1,6514848,6514927,0.0667,0.05,0.0625,0.049,0.025,0.1
465,1,6530992,6531062,0.9006,0.9255,0.9458,0.9625,0.9512,0.913
466,1,6531063,6531166,0.9875,0.9722,0.976,0.9808,0.9083,0.775
467,1,6531472,6531532,0.977,0.8345,0.9865,0.9674,0.8219,0.9269
468,1,6531574,6531616,0.9936,0.9839,0.9917,0.9798,0.9792,0.9676
469,1,6531617,6531664,0.9944,0.92,0.9723,0.9737,0.9378,0.9179
470,1,6533457,6533539,1.0,0.944,1.0,0.9778,0.9455,0.9655
471,1,6545373,6545412,0.0465,0.0,0.0205,0.0327,0.0087,0.0052
472,1,6545510,6545538,0.0286,0.0,0.0261,0.04,0.0091,0.0
473,1,6545539,6545608,0.013,0.0227,0.0121,0.0376,0.0,0.0
474,1,6550943,6551004,0.05,0.0065,0.0529,0.0151,0.0125,0.0
475,1,6557667,6557748,0.1071,0.0095,0.0179,0.0097,0.0,0.0
476,1,6557779,6557850,0.1833,0.0,0.026,0.0268,0.0,0.0
477,1,6566480,6566538,0.9538,0.9124,0.9939,0.971,0.9407,0.8633
478,1,6663035,6663093,0.0417,0.0,0.01,0.0162,0.0,0.0
479,1,6673172,6673224,0.0362,0.0,0.0106,0.0144,0.0,0.0
480,1,6673292,6673338,0.0246,0.0,0.0217,0.0145,0.0,0.0
481,1,6674017,6674059,0.0,0.0,0.0082,0.021,0.0174,0.0098
482,1,6674161,6674241,0.0571,0.0,0.0408,0.0125,0.0,0.0
483,1,6674297,6674347,0.0303,0.0238,0.0128,0.0217,0.0,0.0
484,1,6674348,6674433,0.0383,0.0191,0.0057,0.0122,0.0,0.0
485,1,6674524,6674560,0.0287,0.0,0.0081,0.0193,0.0,0.0
486,1,6681626,6681676,0.9946,1.0,0.9801,0.9703,0.9891,0.9474
487,1,6685392,6685427,0.0196,0.0081,0.0233,0.0172,0.0,0.0037
488,1,6685464,6685574,0.0682,0.0,0.0606,0.0065,0.0,0.0
489,1,6685575,6685629,0.0571,0.0,0.0343,0.0157,0.0,0.0
490,1,6761602,6761659,0.0,0.0,0.0179,0.0099,0.005,0.0
491,1,6844325,6844391,0.0139,0.0,0.0469,0.017,0.0119,0.0
492,1,6844438,6844518,0.0185,0.0056,0.0193,0.0117,0.0043,0.0
493,1,6844718,6844756,0.0,0.0,0.0213,0.0217,0.0,0.0
494,1,6845533,6845570,0.0556,0.0,0.0283,0.0171,0.0044,0.0
495,1,6846016,6846095,0.0,0.0,0.0326,0.0108,0.0,0.0
496,1,6890189,6890255,1.0,0.981,0.9846,0.9754,0.9595,0.8705
497,1,7764138,7764190,0.0154,0.0,0.0118,0.0464,0.0182,0.032
498,1,7764204,7764239,0.0357,0.0,0.0269,0.0271,0.0083,0.0
499,1,7764396,7764432,0.0365,0.0135,0.0238,0.0189,0.0057,0.0152
500,1,7764433,7764479,0.0438,0.0066,0.043,0.0059,0.0543,0.006
501,1,7764480,7764517,0.006,0.017,0.0286,0.0112,0.0101,0.0134
502,1,7764669,7764724,0.0385,0.0,0.0323,0.006,0.0,0.0
503,1,7764758,7764798,0.0333,0.0,0.037,0.0139,0.0093,0.0
504,1,7764799,7764853,0.0066,0.0,0.0352,0.0145,0.0,0.0
505,1,7764952,7765011,0.0185,0.0,0.0324,0.0197,0.0185,0.0049
506,1,7765074,7765128,0.0268,0.0083,0.0223,0.002,0.0034,0.0
507,1,7765148,7765223,0.0182,0.0,0.0394,0.0275,0.0026,0.0438
508,1,7765390,7765495,0.0889,0.1333,0.05,0.05,0.0259,0.1467
509,1,7831552,7831620,0.0,0.0,0.0136,0.014,0.0,0.0261
510,1,7831621,7831685,0.0191,0.0,0.012,0.0077,0.0,0.0
511,1,7844059,7844125,0.0,0.0,0.0286,0.0102,0.0,0.0
512,1,7844151,7844188,0.011,0.0039,0.0128,0.0199,0.0,0.0
513,1,7844234,7844301,0.0,0.0,0.0238,0.0152,0.0185,0.0
514,1,7844354,7844392,0.0317,0.0,0.0298,0.0208,0.0165,0.0
515,1,7844471,7844542,0.0804,0.0291,0.0219,0.1561,0.0645,0.0391
516,1,7844576,7844649,0.1929,0.0326,0.0178,0.8131,0.0769,0.1212
517,1,7973866,7973933,0.8857,0.9636,0.9692,0.916,0.8615,0.8824
518,1,8021302,8021363,0.0125,0.0,0.025,0.0065,0.0133,0.0
519,1,8021511,8021559,0.0468,0.0,0.0144,0.0,0.0,0.0
520,1,8085770,8085850,0.0101,0.0,0.0497,0.0104,0.0195,0.0
521,1,8085894,8085926,0.0353,0.0,0.0111,0.0212,0.041,0.0
522,1,8086220,8086267,0.0263,0.0,0.0197,0.0188,0.0,0.0033
523,1,8086358,8086411,0.0222,0.0,0.0572,0.0222,0.0,0.0
524,1,8086509,8086545,0.0375,0.0133,0.0159,0.0468,0.0,0.0
525,1,8086573,8086671,0.0227,0.0,0.0202,0.0325,0.0114,0.0
526,1,8086672,8086747,0.1806,0.0368,0.032,0.0976,0.1357,0.0579
527,1,8277217,8277314,0.7586,0.013,0.8857,0.0625,0.0753,0.0337
528,1,8277315,8277413,0.8661,0.0,0.8182,0.0118,0.0,0.0
529,1,8277627,8277683,0.8504,0.0278,0.8031,0.0432,0.0365,0.0158
530,1,8377975,8378021,0.0385,0.0,0.1071,0.1227,0.0392,0.0215
531,1,8378060,8378111,0.0,0.0039,0.0243,0.0176,0.0,0.0
532,1,8378112,8378162,0.037,0.0193,0.0491,0.023,0.0058,0.0
533,1,8384642,8384717,0.8824,0.9167,0.9677,0.9498,0.9381,0.9226
534,1,8483721,8483799,0.0424,0.0,0.0288,0.0223,0.0034,0.0206
535,1,8484174,8484251,0.0,0.0077,0.0231,0.0222,0.0,0.0
536,1,8763103,8763165,0.0,0.0,0.0128,0.0026,0.0,0.0
537,1,8763188,8763230,0.0182,0.0059,0.0132,0.0157,0.0103,0.0057
538,1,8763231,8763306,0.0672,0.0,0.0198,0.0149,0.0,0.0
539,1,8763474,8763511,0.0207,0.0,0.0256,0.0178,0.0,0.0
540,1,8877119,8877193,0.0,0.0,0.0286,0.0107,0.0,0.0
541,1,8877194,8877269,0.0,0.0,0.0095,0.0151,0.0,0.0
542,1,8877784,8877838,0.0084,0.0125,0.0258,0.0233,0.0,0.0
543,1,8878068,8878117,0.0417,0.0,0.0052,0.0179,0.0,0.0
544,1,8939294,8939332,0.01,0.0,0.0091,0.022,0.0,0.0353
545,1,8939333,8939389,0.0238,0.0,0.0343,0.0175,0.0,0.0
546,1,9099685,9099753,0.9789,0.9845,0.8854,0.9142,0.8908,0.9773
547,1,9099788,9099848,0.1138,0.9226,0.6304,0.0679,0.9403,0.8973
548,1,9099849,9099934,0.6693,0.95,0.8289,0.4945,0.9641,1.0
549,1,9131603,9131658,0.4522,0.9905,0.9565,0.9325,0.9609,0.9632
550,1,9189129,9189212,0.0543,0.0,0.0131,0.0129,0.0,0.0
551,1,9189285,9189321,0.0273,0.0,0.0256,0.015,0.0,0.0148
552,1,9243065,9243143,0.0053,0.0023,0.053,0.0295,0.0,0.0036
553,1,9258798,9258852,0.1091,0.0353,0.056,0.0418,0.0188,0.0
554,1,9258853,9258901,0.0343,0.0108,0.0317,0.0377,0.0058,0.0
555,1,9294733,9294763,0.0,0.0,0.0138,0.0176,0.0,0.0
556,1,9295092,9295140,0.0396,0.0,0.0176,0.0119,0.0,0.0
557,1,9353024,9353071,0.0211,0.0,0.0412,0.0141,0.0,0.0
558,1,9353201,9353258,0.0201,0.0,0.0367,0.0168,0.0033,0.0043
559,1,9353259,9353324,0.0198,0.0,0.0194,0.0071,0.0,0.0046
560,1,9353325,9353406,0.0069,0.0047,0.0464,0.0093,0.0,0.0
561,1,9353407,9353486,0.0086,0.0,0.0483,0.0136,0.0,0.0038
562,1,9353517,9353593,0.05,0.0,0.0263,0.0127,0.0,0.0
563,1,9353650,9353683,0.0,0.0214,0.0258,0.0192,0.0062,0.0
564,1,9376742,9376807,0.9855,0.896,0.9869,0.9665,0.9821,0.9907
565,1,9437904,9437971,0.9733,0.9667,0.9756,0.92,0.9304,1.0
566,1,9599488,9599515,0.0247,0.0,0.016,0.0183,0.0098,0.0044
567,1,9599674,9599717,0.0278,0.0,0.0156,0.0299,0.0031,0.0125
568,1,9599816,9599866,0.024,0.0043,0.0312,0.0204,0.0,0.0
569,1,9599867,9599898,0.0182,0.0,0.032,0.0071,0.0,0.0
570,1,9649039,9649071,0.025,0.0,0.0225,0.0163,0.0,0.0
571,1,9649088,9649167,0.0,0.0,0.0186,0.003,0.0,0.0
572,1,9649196,9649224,0.0211,0.0,0.0174,0.0141,0.0,0.0048
573,1,9649251,9649307,0.037,0.0056,0.0417,0.0136,0.0,0.0
574,1,9649308,9649359,0.0167,0.0,0.0521,0.0161,0.0,0.0057
575,1,9649427,9649484,0.0536,0.0,0.0481,0.0063,0.0,0.0
576,1,9658570,9658656,0.9,0.9907,0.9815,0.9828,1.0,0.9762
577,1,9711973,9712027,0.5548,0.0,0.0286,0.3521,0.0,0.0
578,1,9712090,9712136,0.0606,0.0,0.0345,0.0582,0.0,0.0
579,1,9712171,9712214,0.7034,0.0,0.0294,0.1264,0.0,0.0057
580,1,9748015,9748102,0.0476,0.5462,0.0389,0.0206,0.094,0.2137
581,1,9749592,9749651,0.0119,0.0,0.0153,0.0201,0.0062,0.0
582,1,9829944,9830011,0.9714,0.95,0.96,0.9485,0.945,0.9533
583,1,9883448,9883492,0.0074,0.0069,0.0328,0.0215,0.0,0.0
584,1,9883493,9883537,0.0118,0.0,0.0394,0.0165,0.0087,0.0
585,1,9883691,9883736,0.0432,0.0,0.0303,0.0101,0.0,0.0056
586,1,9883759,9883799,0.0216,0.0,0.0407,0.0253,0.0,0.0
587,1,9883800,9883903,0.0,0.0,0.0688,0.0098,0.0,0.0167
588,1,9884148,9884193,0.0317,0.004,0.0295,0.0164,0.0051,0.0
589,1,9884194,9884279,0.0392,0.0,0.0084,0.0034,0.0,0.0039
590,1,9884291,9884358,0.0098,0.0,0.027,0.0068,0.0,0.0
591,1,9884388,9884459,0.0588,0.0,0.131,0.0169,0.0,0.0088
592,1,9969876,9969933,0.0076,0.0,0.0196,0.0157,0.0062,0.0
593,1,9970195,9970221,0.0152,0.0152,0.0044,0.0229,0.0,0.0152
594,1,10057162,10057267,0.0656,0.0,0.1889,0.0464,0.0108,0.0
595,1,10057866,10057908,0.0694,0.0133,0.067,0.7678,0.0492,0.045
596,1,10057997,10058056,0.025,0.0282,0.0842,0.6571,0.0118,0.0363
597,1,10270702,10270783,0.0278,0.0,0.0298,0.0084,0.0,0.0
598,1,10270784,10270864,0.0192,0.0,0.0154,0.0203,0.0,0.0
599,1,10270865,10270904,0.0529,0.0051,0.0376,0.016,0.0,0.006
600,1,10271028,10271065,0.0167,0.0,0.0214,0.0242,0.0,0.0062
601,1,10271204,10271273,0.0303,0.0,0.0234,0.0027,0.0,0.0
602,1,10698624,10698694,0.924,0.0741,0.9798,0.9791,0.1616,0.4242
603,1,10698794,10698889,0.972,0.125,0.9748,0.9748,0.0682,0.075
604,1,10699224,10699306,0.9917,0.34,0.9746,0.9773,0.1528,0.3281
605,1,10699331,10699366,0.9917,0.4074,0.9688,0.973,0.5633,0.7103
606,1,10712383,10712464,0.9556,0.8333,0.9777,0.9499,0.856,0.94
607,1,10719963,10720041,0.9655,0.9167,0.9785,0.9199,0.9,1.0
608,1,10725345,10725420,0.9808,0.9286,0.9811,0.9689,0.9283,0.9777
609,1,10726539,10726632,0.96,0.9538,0.9902,0.9558,0.9474,0.99
610,1,10738569,10738647,0.04,0.92,0.824,0.9255,0.9655,1.0
611,1,10754241,10754295,0.0166,0.0087,0.021,0.0184,0.0041,0.0
612,1,10754296,10754322,0.0125,0.0,0.0247,0.0173,0.0,0.0039
613,1,10754538,10754598,0.0583,0.0065,0.0306,0.0182,0.0068,0.0
614,1,10754615,10754679,0.0278,0.0,0.0174,0.0376,0.0,0.0
615,1,10754680,10754706,0.0238,0.0,0.0167,0.0282,0.0145,0.0
616,1,10754881,10754940,0.0,0.0227,0.0,0.0204,0.0,0.0
617,1,10769910,10769975,0.8814,0.9412,0.9925,0.9213,0.9213,0.9692
618,1,10788001,10788087,0.9667,0.9848,0.9504,0.9102,1.0,0.8175
619,1,10853972,10854000,0.0154,0.0,0.0162,0.0266,0.0,0.0
620,1,10854038,10854079,0.0286,0.0,0.0714,0.0145,0.0,0.0
621,1,10854896,10854957,0.0327,0.0082,0.0167,0.0233,0.0,0.0
622,1,10854958,10855010,0.0,0.0185,0.0128,0.0082,0.0,0.0
623,1,10855226,10855335,0.0,0.0,0.0167,0.0222,0.0,0.0
624,1,10855553,10855607,0.0385,0.0,0.0143,0.0078,0.0067,0.0
625,1,10856336,10856379,0.0208,0.006,0.0074,0.0155,0.0,0.0
626,1,10856418,10856506,0.0333,0.0091,0.0478,0.0029,0.0042,0.0
627,1,10856557,10856656,0.0,0.0,0.0114,0.0046,0.0,0.03
628,1,10883286,10883376,0.9444,0.4,0.8444,0.86,0.2909,0.62
629,1,10885160,10885215,0.725,0.82,0.7121,0.44,0.7641,0.7615
630,1,10896058,10896155,0.8469,0.0357,0.2619,0.0429,0.037,0.0
631,1,10927204,10927317,0.0,0.0,0.0167,0.0,0.0,0.0095
632,1,10927354,10927398,0.0325,0.0114,0.0121,0.0199,0.0,0.0
633,1,10948702,10948753,0.0611,0.0131,0.7821,0.071,0.039,0.007
634,1,10948808,10948844,0.0694,0.0128,0.617,0.0201,0.0057,0.0063
635,1,10948872,10948907,0.0486,0.0048,0.7456,0.0291,0.0126,0.0141
636,1,10948935,10948966,0.0379,0.0123,0.7919,0.0099,0.009,0.0
637,1,10949022,10949080,0.0375,0.0,0.7917,0.0556,0.0,0.0625
638,1,11072917,11072979,0.0139,0.0,0.0292,0.0054,0.0,0.0
639,1,11073002,11073042,0.0526,0.0,0.01,0.0165,0.0,0.0
640,1,11073128,11073188,0.0093,0.0,0.0169,0.019,0.0,0.0
641,1,11119913,11119966,0.0267,0.0,0.0229,0.02,0.0,0.0
642,1,11120033,11120105,0.0531,0.0,0.0167,0.05,0.0,0.0
643,1,11159730,11159798,0.0101,0.0093,0.037,0.0113,0.0,0.0
644,1,11159799,11159868,0.0308,0.0,0.0256,0.0113,0.0,0.0
645,1,11322259,11322314,0.025,0.0,0.0167,0.0085,0.0,0.0069
646,1,11322916,11322958,0.0194,0.01,0.0273,0.036,0.0,0.0
647,1,11538865,11538942,0.0188,0.0,0.016,0.0471,0.0,0.0077
648,1,11538943,11539045,0.0333,0.0,0.0,0.0,0.0,0.0
649,1,11539046,11539114,0.0182,0.0,0.0169,0.0222,0.0037,0.0
650,1,11539422,11539456,0.07,0.0,0.0235,0.0346,0.004,0.0154
651,1,11539989,11540070,0.0072,0.0286,0.025,0.0276,0.004,0.0135
652,1,11540242,11540309,0.037,0.049,0.0479,0.0162,0.0,0.0231
653,1,11589935,11590014,0.9857,0.9333,0.948,0.963,0.975,0.9429
654,1,11708785,11708855,1.0,0.7153,0.9936,0.9328,0.6935,0.6548
655,1,11708949,11709017,0.8923,0.0333,0.9664,0.5203,0.0381,0.0183
656,1,11715090,11715153,0.0119,0.0,0.0209,0.031,0.0,0.0
657,1,11724531,11724568,0.04,0.0087,0.1478,0.0278,0.0,0.0
658,1,11741096,11741130,0.0,0.0,0.0304,0.0274,0.0,0.0032
659,1,11741184,11741221,0.0476,0.0,0.0123,0.0236,0.0,0.0
660,1,11751279,11751414,0.0,0.0278,0.0,0.0161,0.0,0.0119
661,1,11751415,11751469,0.0105,0.0,0.0263,0.0375,0.0,0.0
662,1,11751972,11752137,0.975,0.0,0.3673,0.0429,0.0,0.0
663,1,11752138,11752230,0.9545,0.0101,0.5657,0.1884,0.021,0.0409
664,1,11752596,11752649,0.8909,0.2261,0.9549,0.791,0.2071,0.3037
665,1,11865463,11865516,0.0241,0.0,0.041,0.0881,0.0,0.019
666,1,11865575,11865660,0.0079,0.0,0.0286,0.0228,0.0,0.0
667,1,11919341,11919402,0.0714,0.0168,0.9477,0.0536,0.0394,0.0
668,1,11986124,11986179,0.0278,0.0,0.0139,0.0168,0.0045,0.0
669,1,11994734,11994804,0.02,0.0,0.0167,0.0048,0.0,0.0
670,1,12040222,12040285,0.0476,0.0,0.0517,0.0128,0.0,0.0
671,1,12040286,12040383,0.1067,0.0,0.0444,0.0133,0.0,0.0095
672,1,12040413,12040528,0.0,0.0,0.0522,0.0,0.0,0.0
673,1,12040590,12040676,0.0476,0.0,0.0476,0.0109,0.0,0.0
674,1,12060007,12060077,0.945,0.9481,0.9585,0.9679,0.9368,0.9596
675,1,12079402,12079504,0.075,0.0,0.0176,0.0,0.0,0.0
676,1,12123572,12123621,0.1125,0.0125,0.0701,0.3484,0.0104,0.0
677,1,12123651,12123749,0.0575,0.0341,0.086,0.1732,0.0241,0.0114
678,1,12251926,12251956,0.5704,0.9704,0.96,0.9785,0.9867,0.9527
679,1,12290048,12290082,0.0045,0.0,0.0265,0.0155,0.0,0.0
680,1,12290083,12290144,0.01,0.0,0.0308,0.0,0.0,0.0
681,1,12290232,12290281,0.0143,0.0,0.0297,0.0266,0.0,0.0
682,1,12655932,12656011,0.0148,0.0789,0.0212,0.0219,0.0394,0.0171
683,1,12656049,12656085,0.0258,0.1222,0.0227,0.0265,0.0462,0.0
684,1,12678017,12678070,0.9861,0.0,0.4184,0.9616,0.004,0.0
685,1,13840106,13840177,0.0153,0.0088,0.0492,0.4401,0.0395,0.0
686,1,13840225,13840270,0.0192,0.0146,0.0429,0.2218,0.0649,0.0917
687,1,13840476,13840543,0.0339,0.008,0.0277,0.3748,0.0,0.0113
688,1,13881513,13881579,0.7708,0.9792,0.8922,0.9043,0.971,0.9394
689,1,13909632,13909686,0.6875,0.2154,0.2222,0.9515,0.2564,0.2722
690,1,13910741,13910804,0.1385,0.0435,0.0308,0.9583,0.032,0.0947
691,1,14026510,14026604,0.08,0.02,0.025,0.0265,0.0,0.0
692,1,14026835,14026898,0.0505,0.0036,0.0416,0.0279,0.0043,0.0114
693,1,14026986,14027018,0.0533,0.0091,0.0478,0.0097,0.0,0.0043
694,1,14027019,14027130,0.0192,0.0,0.0427,0.0188,0.0,0.0
695,1,14075617,14075677,0.0408,0.0,0.0057,0.0,0.0,0.0
696,1,14075725,14075783,0.0238,0.0167,0.006,0.0044,0.0,0.0
697,1,14076144,14076209,0.0185,0.0131,0.0128,0.0078,0.0,0.0
698,1,14076210,14076304,0.0119,0.0,0.0303,0.0053,0.0,0.0
699,1,14219487,14219551,0.05,0.0,0.0429,0.0472,0.0059,0.013
700,1,14219552,14219659,0.0267,0.0,0.0286,0.0341,0.0303,0.0
701,1,14747281,14747359,0.96,0.9524,0.8,0.5957,0.9333,0.9429
